"","id_A","id_B","protein_A","protein_B","protein_fullname_A","protein_fullname_B","complexID","uniprot_A","uniprot_B","testB","testA"
"1592",15420,15410,"brms1_human","hdac1_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 1","CPX-3323","Q9HCU9","Q13547","hdac1_human","brms1_human"
"1593",15421,15379,"brms1_human","sds3_human","Breast cancer metastasis-suppressor 1","Sin3 histone deacetylase corepressor complex component SDS3","CPX-3323","Q9HCU9","Q9H7L9","sds3_human","brms1_human"
"1594",15422,15407,"brms1_human","hdac2_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 2","CPX-3323","Q9HCU9","Q92769","hdac2_human","brms1_human"
"1595",15423,15417,"brms1_human","ari4a_human","Breast cancer metastasis-suppressor 1","AT-rich interactive domain-containing protein 4A","CPX-3323","Q9HCU9","P29374","ari4a_human","brms1_human"
"1596",15253,15247,"sap30_human","sin3a_human","Histone deacetylase complex subunit SAP30","Paired amphipathic helix protein Sin3a","CPX-3321","O75446","Q96ST3","sin3a_human","sap30_human"
"1597",15259,15256,"rbbp7_human","sap30_human","Histone-binding protein RBBP7","Histone deacetylase complex subunit SAP30","CPX-3321","Q16576","O75446","sap30_human","rbbp7_human"
"1598",15260,15245,"rbbp7_human","sin3a_human","Histone-binding protein RBBP7","Paired amphipathic helix protein Sin3a","CPX-3321","Q16576","Q96ST3","sin3a_human","rbbp7_human"
"1599",15263,15255,"rbbp4_human","sap30_human","Histone-binding protein RBBP4","Histone deacetylase complex subunit SAP30","CPX-3321","Q09028","O75446","sap30_human","rbbp4_human"
"1600",15264,15246,"rbbp4_human","sin3a_human","Histone-binding protein RBBP4","Paired amphipathic helix protein Sin3a","CPX-3321","Q09028","Q96ST3","sin3a_human","rbbp4_human"
"1601",15267,15250,"ing2_human","sin3a_human","Inhibitor of growth protein 2","Paired amphipathic helix protein Sin3a","CPX-3321","Q9H160","Q96ST3","sin3a_human","ing2_human"
"1602",15271,15249,"hdac2_human","sin3a_human","Histone deacetylase 2","Paired amphipathic helix protein Sin3a","CPX-3321","Q92769","Q96ST3","sin3a_human","hdac2_human"
"1603",15274,15254,"hdac1_human","sap30_human","Histone deacetylase 1","Histone deacetylase complex subunit SAP30","CPX-3321","Q13547","O75446","sap30_human","hdac1_human"
"1604",15275,15270,"hdac1_human","hdac2_human","Histone deacetylase 1","Histone deacetylase 2","CPX-3321","Q13547","Q92769","hdac2_human","hdac1_human"
"1605",15277,15265,"hdac1_human","rbbp4_human","Histone deacetylase 1","Histone-binding protein RBBP4","CPX-3321","Q13547","Q09028","rbbp4_human","hdac1_human"
"1606",15278,15261,"hdac1_human","rbbp7_human","Histone deacetylase 1","Histone-binding protein RBBP7","CPX-3321","Q13547","Q16576","rbbp7_human","hdac1_human"
"1607",15279,15248,"hdac1_human","sin3a_human","Histone deacetylase 1","Paired amphipathic helix protein Sin3a","CPX-3321","Q13547","Q96ST3","sin3a_human","hdac1_human"
"1608",15284,15281,"brms1_human","ari4a_human","Breast cancer metastasis-suppressor 1","AT-rich interactive domain-containing protein 4A","CPX-3321","Q9HCU9","P29374","ari4a_human","brms1_human"
"1609",15285,15276,"brms1_human","hdac1_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 1","CPX-3321","Q9HCU9","Q13547","hdac1_human","brms1_human"
"1610",15286,15272,"brms1_human","hdac2_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 2","CPX-3321","Q9HCU9","Q92769","hdac2_human","brms1_human"
"1611",15287,15243,"brms1_human","sds3_human","Breast cancer metastasis-suppressor 1","Sin3 histone deacetylase corepressor complex component SDS3","CPX-3321","Q9HCU9","Q9H7L9","sds3_human","brms1_human"
"1612",15317,15314,"sap30_human","sin3b_human","Histone deacetylase complex subunit SAP30","Paired amphipathic helix protein Sin3b","CPX-3322","O75446","O75182","sin3b_human","sap30_human"
"1613",15323,15320,"rbbp7_human","sap30_human","Histone-binding protein RBBP7","Histone deacetylase complex subunit SAP30","CPX-3322","Q16576","O75446","sap30_human","rbbp7_human"
"1614",15324,15312,"rbbp7_human","sin3b_human","Histone-binding protein RBBP7","Paired amphipathic helix protein Sin3b","CPX-3322","Q16576","O75182","sin3b_human","rbbp7_human"
"1615",15327,15319,"rbbp4_human","sap30_human","Histone-binding protein RBBP4","Histone deacetylase complex subunit SAP30","CPX-3322","Q09028","O75446","sap30_human","rbbp4_human"
"1616",15328,15313,"rbbp4_human","sin3b_human","Histone-binding protein RBBP4","Paired amphipathic helix protein Sin3b","CPX-3322","Q09028","O75182","sin3b_human","rbbp4_human"
"1617",15331,15310,"ing2_human","sin3b_human","Inhibitor of growth protein 2","Paired amphipathic helix protein Sin3b","CPX-3322","Q9H160","O75182","sin3b_human","ing2_human"
"1618",15335,15309,"hdac2_human","sin3b_human","Histone deacetylase 2","Paired amphipathic helix protein Sin3b","CPX-3322","Q92769","O75182","sin3b_human","hdac2_human"
"1619",15338,15334,"hdac1_human","hdac2_human","Histone deacetylase 1","Histone deacetylase 2","CPX-3322","Q13547","Q92769","hdac2_human","hdac1_human"
"1620",15339,15318,"hdac1_human","sap30_human","Histone deacetylase 1","Histone deacetylase complex subunit SAP30","CPX-3322","Q13547","O75446","sap30_human","hdac1_human"
"1621",15341,15329,"hdac1_human","rbbp4_human","Histone deacetylase 1","Histone-binding protein RBBP4","CPX-3322","Q13547","Q09028","rbbp4_human","hdac1_human"
"1622",15342,15325,"hdac1_human","rbbp7_human","Histone deacetylase 1","Histone-binding protein RBBP7","CPX-3322","Q13547","Q16576","rbbp7_human","hdac1_human"
"1623",15343,15311,"hdac1_human","sin3b_human","Histone deacetylase 1","Paired amphipathic helix protein Sin3b","CPX-3322","Q13547","O75182","sin3b_human","hdac1_human"
"1624",15348,15345,"brms1_human","ari4a_human","Breast cancer metastasis-suppressor 1","AT-rich interactive domain-containing protein 4A","CPX-3322","Q9HCU9","P29374","ari4a_human","brms1_human"
"1625",15349,15340,"brms1_human","hdac1_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 1","CPX-3322","Q9HCU9","Q13547","hdac1_human","brms1_human"
"1626",15350,15336,"brms1_human","hdac2_human","Breast cancer metastasis-suppressor 1","Histone deacetylase 2","CPX-3322","Q9HCU9","Q92769","hdac2_human","brms1_human"
"1627",15351,15307,"brms1_human","sds3_human","Breast cancer metastasis-suppressor 1","Sin3 histone deacetylase corepressor complex component SDS3","CPX-3322","Q9HCU9","Q9H7L9","sds3_human","brms1_human"
"1628",17986,17983,"p54289-pro_0000005001","p54289-pro_0000005002","Voltage-dependent calcium channel subunit alpha-2-1","Voltage-dependent calcium channel subunit delta-1","CPX-3189","P54289","P54289","p54289","p54289"
"1629",17992,17984,"cac1s_human","p54289-pro_0000005002","Voltage-dependent L-type calcium channel subunit alpha-1S","Voltage-dependent calcium channel subunit delta-1","CPX-3189","Q13698","P54289","p54289","cac1s_human"
"1630",17993,17988,"cac1s_human","cacb1_human","Voltage-dependent L-type calcium channel subunit alpha-1S","Voltage-dependent L-type calcium channel subunit beta-1","CPX-3189","Q13698","Q02641","cacb1_human","cac1s_human"
"1631",17994,17990,"cac1s_human","ccg1_human","Voltage-dependent L-type calcium channel subunit alpha-1S","Voltage-dependent calcium channel gamma-1 subunit","CPX-3189","Q13698","Q06432","ccg1_human","cac1s_human"
"1632",15186,15184,"mi4gd_human","slbp_human","MIF4G domain-containing protein","Histone RNA hairpin-binding protein","CPX-1313","A9UHW6","Q14493","slbp_human","mi4gd_human"
"1633",11238,11236,"terf2_human","slx4_human","Telomeric repeat-binding factor 2","Structure-specific endonuclease subunit SLX4","CPX-484","Q15554","Q8IY92","slx4_human","terf2_human"
"1634",9574,9571,"smad4_human","smad1_human","Mothers against decapentaplegic homolog 4","Mothers against decapentaplegic homolog 1","CPX-54","Q13485","Q15797","smad1_human","smad4_human"
"1635",10024,10020,"smad1_human","smad1_human","Mothers against decapentaplegic homolog 1","Mothers against decapentaplegic homolog 1","CPX-144","Q15797","Q15797","smad1_human","smad1_human"
"1636",18059,18056,"smad2_human","smad4_human","Mothers against decapentaplegic homolog 2","Mothers against decapentaplegic homolog 4","CPX-3208","Q15796","Q13485","smad4_human","smad2_human"
"1637",9386,9378,"smad2_human","smad3_human","Mothers against decapentaplegic homolog 2","Mothers against decapentaplegic homolog 3","CPX-1","Q15796","P84022","smad3_human","smad2_human"
"1638",9388,9384,"smad4_human","smad2_human","Mothers against decapentaplegic homolog 4","Mothers against decapentaplegic homolog 2","CPX-1","Q13485","Q15796","smad2_human","smad4_human"
"1639",9389,9379,"smad4_human","smad3_human","Mothers against decapentaplegic homolog 4","Mothers against decapentaplegic homolog 3","CPX-1","Q13485","P84022","smad3_human","smad4_human"
"1640",9414,9410,"smad2_human","smad2_human","Mothers against decapentaplegic homolog 2","Mothers against decapentaplegic homolog 2","CPX-11","Q15796","Q15796","smad2_human","smad2_human"
"1641",18342,18340,"smad4_human","smad3_human","Mothers against decapentaplegic homolog 4","Mothers against decapentaplegic homolog 3","CPX-3252","Q13485","P84022","smad3_human","smad4_human"
"1642",9431,9427,"smad3_human","smad3_human","Mothers against decapentaplegic homolog 3","Mothers against decapentaplegic homolog 3","CPX-12","P84022","P84022","smad3_human","smad3_human"
"1643",13571,13569,"imb1_human","spn1_human","Importin subunit beta-1","Snurportin-1","CPX-1032","Q14974","O95149","spn1_human","imb1_human"
"1644",17492,17489,"sodc_human","sodc_human","Superoxide dismutase [Cu-Zn]","Superoxide dismutase [Cu-Zn]","CPX-2897","P00441","P00441","sodc_human","sodc_human"
"1645",17495,17488,"zinc(2+)","sodc_human","zinc(2+)","Superoxide dismutase [Cu-Zn]","CPX-2897",NA,"P00441","sodc_human","zinc(2+)"
"1646",17497,17487,"copper(2+)","sodc_human","Copper (Cu2+)","Superoxide dismutase [Cu-Zn]","CPX-2897",NA,"P00441","sodc_human","copper(2+)"
"1647",17499,17493,"copper(2+)","sodc_human","Copper (Cu2+)","Superoxide dismutase [Cu-Zn]","CPX-2897",NA,"P00441","sodc_human","copper(2+)"
"1648",17501,17491,"zinc(2+)","sodc_human","zinc(2+)","Superoxide dismutase [Cu-Zn]","CPX-2897",NA,"P00441","sodc_human","zinc(2+)"
"1649",9894,9892,"at1a1_human","at1b1_human","Sodium/potassium-transporting ATPase subunit alpha-1","Sodium/potassium-transporting ATPase subunit beta-1","CPX-125","P05023","P05026","at1b1_human","at1a1_human"
"1650",9895,9890,"at1a1_human","atng_human","Sodium/potassium-transporting ATPase subunit alpha-1","Sodium/potassium-transporting ATPase subunit gamma","CPX-125","P05023","P54710","atng_human","at1a1_human"
"1651",13106,13104,"ruvb1_human","ruvb2_human","RuvB-like 1","RuvB-like 2","CPX-974","Q9Y265","Q9Y230","ruvb2_human","ruvb1_human"
"1652",16852,16849,"cg(2'5')_pa(3'5')p","sting_human",NA,"Stimulator of interferon genes protein","CPX-2127",NA,"Q86WV6","sting_human","cg(2'5')_pa(3'5')p"
"1653",16852,16849,"cg(2'5')_pa(3'5')p","sting_human",NA,"Stimulator of interferon genes protein","CPX-2127",NA,"Q86WV6","sting_human","cg(2'5')_pa(3'5')p"
"1654",17713,17711,"ubc9_human","p63165-pro_0000035939","SUMO-conjugating enzyme UBC9","Small ubiquitin-related modifier 1","CPX-3043","P63279","P63165","p63165","ubc9_human"
"1655",17745,17743,"ubc9_human","p61956-pro_0000035949","SUMO-conjugating enzyme UBC9","Small ubiquitin-related modifier 2","CPX-3049","P63279","P61956","p61956","ubc9_human"
"1656",17753,17751,"p55854-pro_0000035957","ubc9_human","Small ubiquitin-related modifier 3","SUMO-conjugating enzyme UBC9","CPX-3050","P55854","P63279","ubc9_human","p55854"
"1657",17761,17759,"q6eev6-pro_0000042710","ubc9_human","Small ubiquitin-related modifier 4","SUMO-conjugating enzyme UBC9","CPX-3043","Q6EEV6","P63279","ubc9_human","q6eev6"
"1658",9807,9805,"birc5_human","birc5_human","Baculoviral IAP repeat-containing protein 5","Baculoviral IAP repeat-containing protein 5","CPX-111","O15392","O15392","birc5_human","birc5_human"
"1659",17192,17189,"tpsn_human","pdia3_human","Tapasin","Protein disulfide-isomerase A3","CPX-2375","O15533","P30101","pdia3_human","tpsn_human"
"1660",17193,17190,"tpsn_human","pdia3_human","Tapasin","Protein disulfide-isomerase A3","CPX-2375","O15533","P30101","pdia3_human","tpsn_human"
"1661",9965,9962,"dicer_human","ago2_human","Endoribonuclease Dicer","Protein argonaute-2","CPX-134","Q9UPY3","Q9UKV8","ago2_human","dicer_human"
"1662",9967,9964,"trbp2_human","dicer_human","RISC-loading complex subunit TARBP2","Endoribonuclease Dicer","CPX-134","Q15633","Q9UPY3","dicer_human","trbp2_human"
"1663",15202,15200,"top3b_human","q9h7e2-3","DNA topoisomerase 3-beta-1","Tudor domain-containing protein 3","CPX-1621","O95985","q9h7e2","q9h7e2","top3b_human"
"1664",10249,10247,"yap1_human","tead1_human","Transcriptional coactivator YAP1","Transcriptional enhancer factor TEF-1","CPX-256","P46937","P28347","tead1_human","yap1_human"
"1665",10298,10295,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1666",10300,10297,"dkc1_human","nop10_human","H/ACA ribonucleoprotein complex subunit DKC1","H/ACA ribonucleoprotein complex subunit 3","CPX-265","O60832","Q9NPE3","nop10_human","dkc1_human"
"1667",10304,10301,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1668",10310,10307,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1669",10313,10308,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1670",10314,10302,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1671",10316,10312,"tert_human","terc_human_rna","Telomerase reverse transcriptase","Human telomerase RNA","CPX-265","O14746",NA,"terc_human_rna","tert_human"
"1672",10320,10306,"nop10_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NPE3","O60832","dkc1_human","nop10_human"
"1673",10321,10318,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1674",10298,10295,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1675",10300,10297,"dkc1_human","nop10_human","H/ACA ribonucleoprotein complex subunit DKC1","H/ACA ribonucleoprotein complex subunit 3","CPX-265","O60832","Q9NPE3","nop10_human","dkc1_human"
"1676",10304,10301,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1677",10310,10307,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1678",10313,10308,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1679",10314,10302,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1680",10316,10312,"tert_human","terc_human_rna","Telomerase reverse transcriptase","Human telomerase RNA","CPX-265","O14746",NA,"terc_human_rna","tert_human"
"1681",10320,10306,"nop10_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NPE3","O60832","dkc1_human","nop10_human"
"1682",10321,10318,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1683",10298,10295,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1684",10300,10297,"dkc1_human","nop10_human","H/ACA ribonucleoprotein complex subunit DKC1","H/ACA ribonucleoprotein complex subunit 3","CPX-265","O60832","Q9NPE3","nop10_human","dkc1_human"
"1685",10304,10301,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1686",10310,10307,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1687",10313,10308,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1688",10314,10302,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1689",10316,10312,"tert_human","terc_human_rna","Telomerase reverse transcriptase","Human telomerase RNA","CPX-265","O14746",NA,"terc_human_rna","tert_human"
"1690",10320,10306,"nop10_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NPE3","O60832","dkc1_human","nop10_human"
"1691",10321,10318,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1692",10298,10295,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1693",10300,10297,"dkc1_human","nop10_human","H/ACA ribonucleoprotein complex subunit DKC1","H/ACA ribonucleoprotein complex subunit 3","CPX-265","O60832","Q9NPE3","nop10_human","dkc1_human"
"1694",10304,10301,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1695",10310,10307,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1696",10313,10308,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1697",10314,10302,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1698",10316,10312,"tert_human","terc_human_rna","Telomerase reverse transcriptase","Human telomerase RNA","CPX-265","O14746",NA,"terc_human_rna","tert_human"
"1699",10320,10306,"nop10_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NPE3","O60832","dkc1_human","nop10_human"
"1700",10321,10318,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1701",10298,10295,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1702",10300,10297,"dkc1_human","nop10_human","H/ACA ribonucleoprotein complex subunit DKC1","H/ACA ribonucleoprotein complex subunit 3","CPX-265","O60832","Q9NPE3","nop10_human","dkc1_human"
"1703",10304,10301,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1704",10310,10307,"gar1_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 1","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NY12","O60832","dkc1_human","gar1_human"
"1705",10313,10308,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1706",10314,10302,"terc_human_rna","dkc1_human","Human telomerase RNA","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265",NA,"O60832","dkc1_human","terc_human_rna"
"1707",10316,10312,"tert_human","terc_human_rna","Telomerase reverse transcriptase","Human telomerase RNA","CPX-265","O14746",NA,"terc_human_rna","tert_human"
"1708",10320,10306,"nop10_human","dkc1_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit DKC1","CPX-265","Q9NPE3","O60832","dkc1_human","nop10_human"
"1709",10321,10318,"nop10_human","nhp2_human","H/ACA ribonucleoprotein complex subunit 3","H/ACA ribonucleoprotein complex subunit 2","CPX-265","Q9NPE3","Q9NX24","nhp2_human","nop10_human"
"1710",9453,9451,"rmrp_human_rna","tert_human","RNA component of mitochondrial RNA processing endoribonuclease","Telomerase reverse transcriptase","CPX-20",NA,"O14746","tert_human","rmrp_human_rna"
"1711",9440,9437,"terc_human_rna","tert_human","Human telomerase RNA","Telomerase reverse transcriptase","CPX-17",NA,"O14746","tert_human","terc_human_rna"
"1712",9443,9438,"tert_human","tert_human","Telomerase reverse transcriptase","Telomerase reverse transcriptase","CPX-17","O14746","O14746","tert_human","tert_human"
"1713",9445,9442,"terc_human_rna","tert_human","Human telomerase RNA","Telomerase reverse transcriptase","CPX-17",NA,"O14746","tert_human","terc_human_rna"
"1714",11376,11374,"tf2aa_human","t2ag_human","Transcription initiation factor IIA subunit 1","Transcription initiation factor IIA subunit 2","CPX-519","P52655","P52657","t2ag_human","tf2aa_human"
"1715",12940,12933,"taf6_human","taf9_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 9","CPX-930","P49848","Q16594","taf9_human","taf6_human"
"1716",12950,12942,"taf12_human","taf6_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 6","CPX-930","Q16514","P49848","taf6_human","taf12_human"
"1717",12951,12938,"taf12_human","taf4b_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 4B","CPX-930","Q16514","Q92750","taf4b_human","taf12_human"
"1718",12952,12934,"taf12_human","taf9_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 9","CPX-930","Q16514","Q16594","taf9_human","taf12_human"
"1719",12956,12947,"taf11_human","taf13_human","Transcription initiation factor TFIID subunit 11","Transcription initiation factor TFIID subunit 13","CPX-930","Q15544","Q15543","taf13_human","taf11_human"
"1720",12965,12958,"taf8_human","taf10_human","Transcription initiation factor TFIID subunit 8","Transcription initiation factor TFIID subunit 10","CPX-930","Q7Z7C8","Q12962","taf10_human","taf8_human"
"1721",12973,12962,"taf6_human","taf9_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 9","CPX-930","P49848","Q16594","taf9_human","taf6_human"
"1722",12975,12967,"taf6_human","taf8_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 8","CPX-930","P49848","Q7Z7C8","taf8_human","taf6_human"
"1723",12977,12945,"taf6_human","taf6_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 6","CPX-930","P49848","P49848","taf6_human","taf6_human"
"1724",12979,12937,"taf5_human","taf4b_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 4B","CPX-930","Q15542","Q92750","taf4b_human","taf5_human"
"1725",12981,12976,"taf5_human","taf6_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 6","CPX-930","Q15542","P49848","taf6_human","taf5_human"
"1726",12982,12932,"taf5_human","taf9_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 9","CPX-930","Q15542","Q16594","taf9_human","taf5_human"
"1727",12988,12980,"taf3_human","taf5_human","Transcription initiation factor TFIID subunit 3","Transcription initiation factor TFIID subunit 5","CPX-930","Q5VWG9","Q15542","taf5_human","taf3_human"
"1728",12990,12966,"taf2_human","taf8_human","Transcription initiation factor TFIID subunit 2","Transcription initiation factor TFIID subunit 8","CPX-930","Q6P1X5","Q7Z7C8","taf8_human","taf2_human"
"1729",12993,12972,"taf1_human","taf6_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 6","CPX-930","P21675","P49848","taf6_human","taf1_human"
"1730",12994,12984,"taf1_human","taf4b_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 4B","CPX-930","P21675","Q92750","taf4b_human","taf1_human"
"1731",12995,12991,"taf1_human","taf2_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 2","CPX-930","P21675","Q6P1X5","taf2_human","taf1_human"
"1732",12996,12970,"taf1_human","taf7_human","Transcription initiation factor TFIID subunit 1","Transcription initiation factor TFIID subunit 7","CPX-930","P21675","Q15545","taf7_human","taf1_human"
"1733",12999,12985,"taf5_human","taf4b_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 4B","CPX-930","Q15542","Q92750","taf4b_human","taf5_human"
"1734",13000,12988,"taf5_human","taf3_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 3","CPX-930","Q15542","Q5VWG9","taf3_human","taf5_human"
"1735",13001,12944,"taf5_human","taf6_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 6","CPX-930","Q15542","P49848","taf6_human","taf5_human"
"1736",13002,12961,"taf5_human","taf9_human","Transcription initiation factor TFIID subunit 5","Transcription initiation factor TFIID subunit 9","CPX-930","Q15542","Q16594","taf9_human","taf5_human"
"1737",13004,12949,"taf12_human","taf12_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 12","CPX-930","Q16514","Q16514","taf12_human","taf12_human"
"1738",13005,12974,"taf12_human","taf6_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 6","CPX-930","Q16514","P49848","taf6_human","taf12_human"
"1739",13006,12986,"taf12_human","taf4b_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 4B","CPX-930","Q16514","Q92750","taf4b_human","taf12_human"
"1740",13007,12963,"taf12_human","taf9_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 9","CPX-930","Q16514","Q16594","taf9_human","taf12_human"
"1741",13008,12968,"taf12_human","taf8_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 8","CPX-930","Q16514","Q7Z7C8","taf8_human","taf12_human"
"1742",13009,12959,"taf12_human","taf10_human","Transcription initiation factor TFIID subunit 12","Transcription initiation factor TFIID subunit 10","CPX-930","Q16514","Q12962","taf10_human","taf12_human"
"1743",12791,12784,"taf6_human","taf9_human","Transcription initiation factor TFIID subunit 6","Transcription initiation factor TFIID subunit 9","CPX-915","P49848","Q16594","taf9_human","taf6_human"
